student_id,family_code,student_name,session,class_id,section_id,gr_no,gender,religion,dob,date_of_admission,status,whatsapp_number,father_cell_no,mother_cell_no,home_cell_no,place_of_birth,state,city,email,father_name,mother_name,home_address,created_at,student_image,admission_fee,monthly_fee,cnic
800,FC2165,Miguel Jimenez,1,17,5,GR1800,Male,Hinduism,3/22/2012,12/15/2021,Active,001-449-396-5750x83468,+1-323-382-4925x87939,(767)953-8423x5994,277-814-8341x54014,Port Cynthiafurt,New Mexico,Paulaburgh,alex26@example.net,Colton Barrera,Kathleen Lindsey,"0994 Michael Run Suite 292, West Jason, CO 30287",4/11/2025 6:32,default_student_0.jpg,3750,516,86290-3748936-3
801,FC1255,Nathaniel Norman,1,7,6,GR1801,Male,Christianity,12/5/2016,1/13/2024,Active,001-835-806-8055,(737)234-8912x493,8384300824,001-814-260-2146x44824,Ryanburgh,Virginia,Garciachester,hcross@example.com,Richard Vega,Whitney Carr,"499 Erik Garden, Warnerfort, ME 19609",4/11/2025 6:32,default_student_1.jpg,3447,867,52776-6479038-7
802,FC9386,Jared Nguyen,1,13,6,GR1802,Male,Sikhism,7/22/2010,2/3/2024,Inactive,508.214.2115,+1-330-856-7485x002,628.214.3799,592-869-6488,Lake Nathanshire,Montana,Durhamstad,bjones@example.org,William Kelly,Kimberly Moses,"1099 Randall Viaduct Apt. 393, Schroederfurt, GA 09885",4/11/2025 6:32,default_student_2.jpg,4590,740,33177-5329633-3
803,FC7027,Melissa Pollard,1,8,4,GR1803,Female,Sikhism,5/20/2013,4/23/2022,Active,(200)333-0044x3488,832.768.7886,467.302.9251,001-664-469-5335x15537,Patrickview,New York,New Anthony,wstewart@example.net,Steven Cruz,Carolyn Eaton,"6541 Derrick Spurs, Pattonhaven, HI 24144",4/11/2025 6:32,default_student_3.jpg,2260,885,76350-2511538-4
804,FC6754,Sheila Tate,1,9,4,GR1804,Female,Christianity,2/18/2013,7/22/2022,Active,+1-596-304-0571x04724,792.651.4789,8995711074,480.374.3191x059,North Collin,Texas,Port Eric,christycole@example.com,Antonio Rodriguez,Emily Smith,"Unit 6306 Box 4841, DPO AE 84778",4/11/2025 6:32,default_student_4.jpg,1395,652,94795-2174818-4
805,FC7536,Joy Davenport,1,15,4,GR1805,Male,Hinduism,3/28/2013,6/3/2021,Inactive,922.371.1571x290,5595949518,943.253.8827x3843,+1-827-715-4705x55538,New Jodihaven,Florida,East Justin,joseph42@example.org,Joseph Dillon,Carla Mccoy,"USNS Skinner, FPO AE 88484",4/11/2025 6:32,default_student_5.jpg,3442,1369,87806-7505968-4
806,FC8646,Micheal Campbell PhD,1,16,4,GR1806,Male,Sikhism,1/7/2007,3/5/2021,Inactive,(811)431-8913x7211,350.554.7115x158,001-694-457-6508,780.532.0591,West Alison,Alaska,Lawsonshire,paulcooper@example.org,Melvin Padilla,Pamela Baker,"520 Stephen Fort, Pearsonview, WV 56183",4/11/2025 6:32,default_student_6.jpg,3795,747,97347-5770783-2
807,FC2234,Carrie Vasquez,1,8,4,GR1807,Female,Islam,11/24/2011,8/21/2021,Active,+1-489-594-8948x3017,6875508628,001-971-866-1121x8776,420.718.8346x1950,Vangberg,Washington,Saunderstown,katherine79@example.com,Jeremiah Gregory,Misty Schneider DDS,"0606 Charles Parks, East Jessica, KY 07723",4/11/2025 6:32,default_student_7.jpg,1817,1429,42113-3440196-4
808,FC5041,Tammy Nielsen,1,8,4,GR1808,Male,Christianity,6/9/2013,7/15/2022,Inactive,429.844.8495,(452)510-6643,707-718-3868x075,8016111338,New Katherineland,Vermont,Manuelbury,rodriguezjenna@example.org,Jordan May,Shari Mayer,"76245 David Vista Apt. 469, Amyfurt, GA 30871",4/11/2025 6:32,default_student_8.jpg,1472,1871,80162-6150863-8
809,FC6843,Kathryn Griffin,1,7,6,GR1809,Female,Hinduism,12/22/2009,2/21/2021,Inactive,001-680-654-1048x1784,(567)230-2294,(698)705-9321x6892,001-834-869-3584x845,West Stacey,Arkansas,Sanchezhaven,webstersharon@example.org,Troy Owen,Connie Wilson,"96216 Jack Spurs Suite 413, Smithside, PR 32316",4/11/2025 6:32,default_student_9.jpg,4537,966,29364-4016741-1
810,FC1950,Sharon Thomas,1,12,5,GR1810,Male,Hinduism,2/25/2015,12/22/2022,Inactive,001-975-501-6467,+1-961-801-2186x775,661-369-3771x312,894-200-2110,Jacobshire,Missouri,Rodriguezstad,tjones@example.org,Jimmy Nelson,Vanessa Mason,"1906 Garcia Cove Suite 734, North Paulaberg, AK 37527",4/11/2025 6:32,default_student_0.jpg,2789,888,20977-5491422-4
811,FC3592,Anthony Wright,1,12,7,GR1811,Female,Islam,1/10/2014,12/10/2021,Inactive,970.533.9733x91397,001-428-387-5679x2560,(598)754-0242x44353,-3003,Kellybury,California,Brownhaven,scott28@example.net,John Kelly,Carol Hubbard,"302 Blake Shoals, Jeffersonborough, AZ 96289",4/11/2025 6:32,default_student_1.jpg,2460,556,46518-4729488-4
812,FC2366,Robert Lewis,1,11,7,GR1812,Male,Islam,6/8/2017,5/30/2020,Inactive,(416)312-0825x089,+1-301-373-3977x991,+1-282-732-1654x3826,(551)713-1321,Lisastad,Vermont,Cantrellside,diazlaura@example.net,Brandon Cabrera,Kimberly Pace,"6724 Moore Via Suite 444, Lake Danielton, CO 70943",4/11/2025 6:32,default_student_2.jpg,2246,1710,82116-5386730-9
813,FC9098,Patrick Gray,1,16,5,GR1813,Male,Sikhism,6/2/2016,5/9/2020,Active,(563)518-1541x158,001-949-944-5297x4413,810-392-4209,+1-327-417-0716x5219,Port Frank,Rhode Island,Gonzalezborough,emily84@example.com,Darius Moore,Kim Peters,"3466 Vanessa Mountain, South Annahaven, UT 73597",4/11/2025 6:32,default_student_3.jpg,1399,1922,88840-6314845-3
814,FC3005,Dawn Alexander,1,12,5,GR1814,Female,Christianity,4/19/2008,1/26/2025,Active,4618397718,473-290-6320x98782,387-368-2629,001-549-438-5176x02892,Powellborough,Nevada,Lake Stephanieville,lawsonhector@example.com,Mark Mack,Cynthia West,"31076 Benjamin Square, East Troy, IL 29810",4/11/2025 6:32,default_student_4.jpg,3954,1576,40533-9404952-3
815,FC2283,Ariana Mercado,1,7,6,GR1815,Female,Hinduism,9/15/2009,3/2/2024,Inactive,247-930-3599x1818,+1-821-482-8068x935,001-456-908-4698x185,001-351-287-3517x1363,Brianton,Michigan,West Sarah,charleslee@example.net,Grant Krause,Ashlee Tran,"935 Garcia Way, West Stacey, MT 27354",4/11/2025 6:32,default_student_5.jpg,1958,1090,32615-9886022-7
816,FC2521,Jenny Prince,1,8,6,GR1816,Female,Islam,10/2/2010,9/14/2020,Inactive,-6056,7644522293,(695)749-8621x605,3298804186,Port Timothyfurt,Mississippi,Mitchelltown,lauren23@example.net,Anthony Harris,Sara Johnson,"3660 Woods Garden Apt. 189, Paynehaven, OR 56238",4/11/2025 6:32,default_student_6.jpg,4285,926,47791-6462987-8
817,FC4056,Eric Khan,1,6,7,GR1817,Male,Hinduism,1/26/2013,5/21/2023,Inactive,993.280.2284x75439,2363854834,270.598.7817,001-742-229-8868x58737,West Josephtown,Mississippi,New Candice,ricky80@example.org,Aaron Alexander,Stephanie Phillips,"37052 Sanchez Lane Suite 568, West Elizabeth, NE 83636",4/11/2025 6:32,default_student_7.jpg,1146,541,72547-7590694-7
818,FC4615,Anthony Berry,1,7,7,GR1818,Female,Hinduism,8/2/2008,12/7/2022,Inactive,+1-971-527-4628x03512,+1-425-640-7287x909,356.727.5679,(956)697-8516,Colinport,Texas,Littleside,jhutchinson@example.org,David Perez,Kim Grant,"USNS Barrera, FPO AE 56020",4/11/2025 6:32,default_student_8.jpg,1294,1266,31036-2238779-6
819,FC9570,Nicole Walter,1,5,4,GR1819,Male,Christianity,8/6/2015,1/24/2021,Inactive,623-980-1439,+1-599-212-0062x2234,(420)916-7041x7724,+1-853-342-3547x9614,Anitatown,Maine,East Kelly,montesdalton@example.org,Michael Ford,Debra Mckenzie,"100 Laura Mews Apt. 347, Port Emilychester, VT 76012",4/11/2025 6:32,default_student_9.jpg,1671,937,24433-9234645-4
820,FC4079,Steven Marshall,1,5,7,GR1820,Male,Islam,10/10/2010,5/12/2023,Active,-6857,558.882.2644,(892)350-3516,576-736-7087,Olsonshire,North Dakota,North Johnland,jimenezjustin@example.org,Roy Allen,Alicia Watson,"7041 Nathan Wall, Michaelborough, ME 49543",4/11/2025 6:32,default_student_0.jpg,2926,1991,32884-8794221-1
821,FC4040,Howard Thomas,1,17,6,GR1821,Male,Hinduism,4/30/2010,1/19/2023,Inactive,719.811.7167x19312,431-374-2409x07873,+1-825-752-7742x86708,729-637-5769,Timothychester,Nebraska,Daniellestad,joseph66@example.com,William Watkins,Ashley Mcpherson,"32305 Stacey Shores Suite 479, Scottfort, LA 15485",4/11/2025 6:32,default_student_1.jpg,3099,646,21721-9707157-2
822,FC7979,Rebecca Brooks,1,5,4,GR1822,Female,Sikhism,10/30/2016,1/11/2023,Inactive,699.602.0097,382.320.5176x28368,876-885-2180,001-451-751-4551x83782,North Kimberlyport,Iowa,West Vickie,clarkrandy@example.org,David Mcneil,Danielle Espinoza MD,"3932 Chang Center Apt. 239, Jenniferfurt, AK 68099",4/11/2025 6:32,default_student_2.jpg,4331,1550,49871-5998221-3
823,FC3091,Kimberly Ruiz,1,17,5,GR1823,Female,Islam,11/10/2018,4/21/2024,Inactive,(536)440-3274,618.461.0054,(531)489-0969x5035,001-369-965-2460,Santosburgh,North Dakota,Jacquelineview,abigail70@example.com,Troy Lewis,Maria Morton,"845 Kathryn Ramp Apt. 835, Jacobsstad, MD 23332",4/11/2025 6:32,default_student_3.jpg,3326,1305,65431-3723236-1
824,FC3663,Robert Parsons,1,14,6,GR1824,Female,Hinduism,1/11/2018,1/16/2022,Active,415-740-3583x345,838-991-0685,+1-962-204-2270x3501,001-473-206-3847x169,North Jacob,Delaware,Mckayburgh,hford@example.org,Jason Parker,Valerie Reed,"528 Brian Groves, Port Susanstad, MN 73367",4/11/2025 6:32,default_student_4.jpg,1585,511,73750-4033492-4
825,FC1024,Monica Sherman,1,12,6,GR1825,Male,Islam,11/4/2016,11/11/2023,Active,813.283.8000x30502,001-327-710-2614x2898,(852)685-3189x7665,+1-641-525-5663x0516,New Charlesside,Louisiana,Johnsonfurt,joseph05@example.com,William Sexton,Whitney Villa,"4645 Linda Fields, Hendrixport, HI 62674",4/11/2025 6:32,default_student_5.jpg,2087,927,26626-1037459-5
826,FC2547,Norma Mccullough,1,14,6,GR1826,Male,Islam,12/27/2007,11/28/2022,Inactive,001-385-756-9140x1682,001-928-555-7982x936,(705)834-8729x06119,+1-963-973-2010x5263,Heatherburgh,Delaware,Andreamouth,ulewis@example.net,Michael Griffith,Susan Young,"1397 Jeffrey Stravenue, Diazport, TN 01537",4/11/2025 6:32,default_student_6.jpg,2128,720,49369-7678224-1
827,FC9539,Nicholas Mata,1,7,5,GR1827,Male,Christianity,8/21/2012,1/1/2025,Inactive,-11132,7992756993,6422793244,+1-350-443-0441x01880,Anthonyview,New Hampshire,Bakerport,davidjordan@example.net,Thomas Garcia,Cynthia Morris,"27372 Serrano Loop Suite 553, New Stephanieland, OR 30976",4/11/2025 6:32,default_student_7.jpg,3128,1280,40388-7755362-7
828,FC6233,David Blair,1,15,6,GR1828,Female,Hinduism,6/24/2019,5/2/2021,Active,+1-393-554-4006x779,636.513.0947x66643,001-787-922-2122x321,429.501.4980x58104,Cynthiafort,Indiana,West Zachary,blakegibbs@example.org,Tyler Reid,Diana Powell,"5487 Teresa Parkway Apt. 825, Lake John, NY 11874",4/11/2025 6:32,default_student_8.jpg,1115,631,61468-8584994-4
829,FC4841,Charles Hahn,1,7,6,GR1829,Male,Hinduism,11/4/2018,3/17/2024,Active,881.574.9543x7866,336-447-1996x187,(766)256-7150x2237,(695)899-8338x7724,East Erikport,Alaska,Alexshire,mariaowens@example.com,John Tate,Laura Wright,"10790 Hester Plain Suite 122, North Kimberlyfurt, PW 34893",4/11/2025 6:32,default_student_9.jpg,2658,1861,42122-5036800-8
830,FC1699,Amanda Taylor,1,10,4,GR1830,Female,Islam,3/5/2013,10/14/2022,Inactive,(295)954-6021x622,244-412-7062x050,681.718.7860x3850,(988)386-3752x27841,Smithland,Minnesota,Austinville,julie63@example.org,Nathaniel Hernandez,Lori Burnett,"429 Sullivan Cape, Jonesmouth, WI 78524",4/11/2025 6:32,default_student_0.jpg,3957,1804,10350-1142472-5
831,FC8330,Deborah Johnson,1,5,6,GR1831,Female,Sikhism,10/20/2016,7/14/2021,Active,+1-434-461-7141x40256,828.882.3388,863-642-8944,(283)522-4618x97843,West Anthonymouth,Texas,Lake Kristenhaven,ferrellderek@example.org,Joe Sosa,Audrey Andrade,"08774 Karl Club, Shawnshire, AZ 02339",4/11/2025 6:32,default_student_1.jpg,1473,1367,97234-2564732-4
832,FC3391,Joseph Cunningham,1,5,6,GR1832,Male,Christianity,8/5/2008,8/26/2022,Inactive,(214)455-0684,001-598-745-4532,278.838.8130x0427,724-929-3031x099,Sanchezbury,New Jersey,Port Emilyton,sarahhernandez@example.com,Jeffrey Bauer,Haley Coleman,"241 Scott Squares, Taylorbury, GU 32439",4/11/2025 6:32,default_student_2.jpg,2103,1989,31294-1621345-2
833,FC7232,William Davenport,1,8,7,GR1833,Female,Islam,7/9/2011,10/5/2022,Active,+1-246-436-6632x88236,(672)708-2727x53451,808.390.3942,8273306241,South Lisastad,Rhode Island,West Robertstad,lauren47@example.org,Keith Gordon,Jennifer Tate,"68230 Edward Freeway Suite 639, North Sarah, IN 09540",4/11/2025 6:32,default_student_3.jpg,4046,1279,44519-4589348-2
834,FC2701,Patrick Holmes,1,12,7,GR1834,Female,Christianity,11/18/2017,4/5/2022,Inactive,446-282-9542x549,566.688.4241,(671)946-9247,473-604-9545,Lake Alyssaview,South Carolina,East Markside,burtonjames@example.org,Michael Smith,Stacey Winters,"84547 Young Motorway, East Shannon, ID 82623",4/11/2025 6:32,default_student_4.jpg,2349,570,66359-1087896-7
835,FC9330,Bryan Howard,1,5,5,GR1835,Female,Christianity,8/2/2016,8/6/2024,Active,001-412-910-6284x254,+1-939-323-2468x960,+1-268-922-8861x835,001-923-375-6582x1959,Kristinehaven,Idaho,North Rachel,reeveshunter@example.net,James Richard,Rebecca Mcgrath,"39897 King Cove Suite 722, Reidshire, AK 94344",4/11/2025 6:32,default_student_5.jpg,2264,727,99654-4740153-7
836,FC5020,Gregory Thomas,1,12,7,GR1836,Female,Islam,11/5/2006,11/3/2020,Active,(934)251-7146x315,+1-466-431-9088x200,307-980-2954x681,814-203-2569x570,Samanthafurt,Nebraska,Grantmouth,austintorres@example.net,Tyler Stone,Carolyn Webb,"USNV Mooney, FPO AA 50801",4/11/2025 6:32,default_student_6.jpg,1290,1738,45187-5742903-7
837,FC9566,Robert Butler,1,11,7,GR1837,Female,Hinduism,6/22/2012,6/26/2022,Active,(558)840-1801x190,596-325-5041x0950,474-347-4171x986,(612)361-0146x2400,Dawntown,South Dakota,Hurleystad,castanedacarla@example.org,Brandon Frazier,Andrea Smith,"358 Rebecca Harbors Suite 269, Port Jeffery, MO 53300",4/11/2025 6:32,default_student_7.jpg,2080,1971,58058-4032006-6
838,FC6486,Jasmine Dodson,1,12,7,GR1838,Male,Sikhism,8/24/2013,12/21/2021,Inactive,924.326.8393,(266)671-1299,7746077910,3098077084,East Jennifer,Washington,Tranmouth,thompsonfelicia@example.net,Brian Jones,Lisa Lopez,"23214 Phillips Key, Mauricestad, ID 66278",4/11/2025 6:32,default_student_8.jpg,2209,880,34971-9103252-3
839,FC7852,Robert Singh,1,12,5,GR1839,Male,Christianity,2/23/2011,5/12/2022,Inactive,(340)709-0842,514-940-0645,+1-366-383-2478x0931,658.584.4699,South Whitneyside,North Dakota,North Michael,xsmith@example.com,Keith Smith,Karen Preston,"Unit 4578 Box 0434, DPO AA 02816",4/11/2025 6:32,default_student_9.jpg,2933,1737,62034-3217442-7
840,FC2067,Evan Thomas,1,9,6,GR1840,Male,Sikhism,12/26/2014,8/23/2022,Inactive,494.891.4408x3671,489-335-6150,+1-391-863-5665x87932,+1-836-237-4028x965,North Victorland,New Mexico,South Peterchester,jonesveronica@example.net,Joseph Rivera,Lauren Brown,"4120 Stone Mountain Suite 763, Wongberg, WI 15280",4/11/2025 6:32,default_student_0.jpg,2018,1987,21195-8386040-1
841,FC2593,Sherry Mathews,1,10,7,GR1841,Male,Christianity,4/1/2007,1/2/2024,Active,636.665.4669,831-575-3192x797,220-645-6035x3710,615.922.0355,Karentown,Wyoming,New Brendastad,anita84@example.com,Mr. Stanley Cardenas,Anne Williams,"083 Meyer Glens, Lake Christianmouth, IA 31845",4/11/2025 6:32,default_student_1.jpg,2716,1628,65971-2866844-7
842,FC7228,Kimberly Kline,1,6,7,GR1842,Female,Sikhism,11/23/2018,9/17/2023,Active,001-492-773-7766x13703,859.680.3506x784,638.203.0607x02299,001-877-880-1034,East Christopher,New Jersey,Bensonside,lopezanthony@example.net,George Mcbride,Debra Love,"8429 Greene Drive, Pughshire, OR 49354",4/11/2025 6:32,default_student_2.jpg,2297,963,60249-9481094-7
843,FC4288,James Medina,1,10,4,GR1843,Female,Sikhism,10/1/2015,11/28/2021,Inactive,001-321-207-9798x66210,384.577.1205x54580,338-884-7167x747,233-865-4679x43031,New Susanview,New York,Lake Tinashire,cruzpamela@example.org,David Jennings,Kimberly Cox,"08387 Jill Station, New Daniel, KY 75927",4/11/2025 6:32,default_student_3.jpg,3758,1301,76838-9179431-7
844,FC3089,Donna Brown,1,9,5,GR1844,Male,Christianity,4/11/2017,3/22/2024,Active,6128161200,-2257,+1-311-613-4095x457,001-272-637-9105x0197,Doyleview,Wyoming,Arthurchester,tjones@example.net,William Armstrong,Theresa Ortiz,"8696 Reyes Courts, Hartside, PR 10884",4/11/2025 6:32,default_student_4.jpg,2567,870,72003-3916299-4
845,FC6012,Luke Johnson,1,7,4,GR1845,Male,Christianity,4/28/2012,6/4/2022,Active,+1-219-334-0358x639,392.621.8859,904.373.9709x9748,665.857.7202x8026,New Jonland,Nevada,East Adamville,john88@example.com,Jack Nash,Anne Long,"07564 Christopher Roads, North Barryton, SC 49638",4/11/2025 6:32,default_student_5.jpg,1287,1103,55308-8847110-3
846,FC9337,Leslie Lam,1,14,5,GR1846,Female,Sikhism,1/19/2007,9/26/2022,Inactive,(537)353-9481x50511,302.905.3192x63590,(929)887-7279,828-520-9688x0787,Cassandrafort,Idaho,Clarkborough,rebecca82@example.com,Ryan Young,Stephanie Caldwell,"6995 Dale Turnpike Apt. 518, Port Cheryl, GA 02346",4/11/2025 6:32,default_student_6.jpg,1520,1716,77760-7365238-2
847,FC4047,Diamond Brown,1,11,7,GR1847,Male,Hinduism,12/21/2012,2/6/2024,Active,888-932-4018,941.995.1556x642,+1-458-535-7659x96534,8653343680,Gonzalezside,South Dakota,East Jeff,campbellkimberly@example.org,Joshua Roberts,Jamie Johnson,"482 Jones Track Apt. 631, Millerborough, TN 13777",4/11/2025 6:32,default_student_7.jpg,2675,1971,80658-9070102-3
848,FC2881,Nancy Robertson,1,13,7,GR1848,Female,Christianity,5/25/2007,12/12/2023,Inactive,679.601.9207x0674,5895720514,+1-914-843-2335x24349,+1-765-902-5882x4619,North Jeremyland,Nevada,Port Jody,kelleyann@example.com,Eric Valdez,Yvette Macdonald,"92871 Robert Drives, Stricklandfort, NM 28220",4/11/2025 6:32,default_student_8.jpg,3193,1323,60569-1518213-5
849,FC9464,Dr. Joshua Guzman,1,8,4,GR1849,Female,Islam,5/23/2016,4/6/2021,Inactive,001-359-540-8892x907,(969)647-7904x413,(777)962-3124,001-419-848-6194x377,Amyburgh,Nevada,Pamelashire,burtonmarissa@example.net,Joshua Pena,Kristina Mendoza,"3185 Ryan Club Suite 198, New Larrybury, SC 35481",4/11/2025 6:32,default_student_9.jpg,1178,1571,85342-3656722-4
850,FC4866,Rachel Morgan,1,9,4,GR1850,Male,Hinduism,5/2/2018,9/8/2020,Active,001-650-240-2251x318,(294)699-9485x184,684.420.8991x118,615-992-5488,Michaelview,Pennsylvania,Lawsonbury,baileycody@example.com,Robert Carlson,Linda Chapman,"830 Brittney Forge Apt. 515, Christinestad, MH 70605",4/11/2025 6:32,default_student_0.jpg,4890,1001,87948-6350455-3
851,FC7600,John Boyd,1,9,6,GR1851,Female,Islam,1/2/2012,10/7/2022,Inactive,001-301-267-2606x261,507-705-1361x433,+1-629-997-5757x471,613-918-6283,New Saraton,Connecticut,Port Amberhaven,victor60@example.com,Kevin Gonzalez,Colleen Bailey,"6294 Amanda Center, Lake Kimberlyville, DE 34589",4/11/2025 6:32,default_student_1.jpg,1123,1709,79910-5905766-8
852,FC8673,Jonathan Ortiz,1,17,7,GR1852,Male,Islam,10/10/2010,11/15/2020,Active,5632608065,(884)757-5975x85324,294.926.9567x965,971-987-9530x1905,Racheltown,Virginia,Melissaville,ahawkins@example.org,William Foster,Kathy Dunlap,"693 Bailey Shore, Henrychester, ID 92677",4/11/2025 6:32,default_student_2.jpg,2681,861,24835-1050656-4
853,FC7484,David Brown,1,10,7,GR1853,Male,Sikhism,10/26/2008,5/14/2022,Active,(481)596-8201x24395,001-996-431-9842x361,001-867-666-0363x38635,001-514-214-4259x5927,Smithside,West Virginia,Brianland,rollinskim@example.com,Edgar Smith,Crystal Porter,"8601 Dawn Well Apt. 279, Timothychester, AK 21783",4/11/2025 6:32,default_student_3.jpg,4247,1767,38131-7371493-5
854,FC3972,Sarah Martin,1,5,7,GR1854,Female,Islam,2/25/2016,2/8/2022,Active,001-306-870-1321x40142,(484)776-1905x1076,(304)465-2148x3882,779-581-7589,Erictown,North Carolina,South Paulfurt,nathan25@example.org,Steven Daugherty,Dr. Diane Obrien,"59029 Karen Isle Apt. 140, Leeland, IA 02691",4/11/2025 6:32,default_student_4.jpg,3130,1690,55976-3694628-6
855,FC6436,April Hill,1,7,7,GR1855,Female,Christianity,2/18/2015,2/7/2024,Active,(329)373-0387,335-761-9546x4747,-6820,(935)672-5884x701,Kevinside,West Virginia,West Frederickberg,andrea20@example.com,Edward Willis,Pamela May,"USCGC Sullivan, FPO AP 42209",4/11/2025 6:32,default_student_5.jpg,4183,1332,51827-1951070-9
856,FC8810,Victoria Flores,1,6,5,GR1856,Female,Islam,6/29/2013,5/20/2020,Inactive,+1-534-316-2300x042,353.919.9549x31588,298.420.4527,976-962-6048,Cherrychester,Virginia,Pageview,groberts@example.net,Matthew Weber,Elizabeth Dixon,"Unit 2255 Box 0840, DPO AE 22608",4/11/2025 6:32,default_student_6.jpg,3427,955,11593-7258119-1
857,FC2697,David Melton,1,5,7,GR1857,Female,Hinduism,5/23/2016,5/14/2022,Inactive,805-967-0801,6787381694,+1-487-958-9744x268,882-940-9606x0400,Taylorfort,Maryland,Ivanchester,nmaxwell@example.com,Michael Taylor,Alexa Romero,"7656 Jones Turnpike, Kempmouth, NC 09447",4/11/2025 6:32,default_student_7.jpg,4609,702,22332-3677563-6
858,FC6685,Anna Franco,1,11,4,GR1858,Male,Hinduism,2/12/2011,7/9/2020,Active,431-371-6997,(706)606-0546,319-663-5949,528-425-5073x641,Russellberg,Connecticut,Kaufmanbury,victor10@example.net,Tommy Taylor,Tara Webster,"803 Stuart Underpass Apt. 570, North Charles, AK 42297",4/11/2025 6:32,default_student_8.jpg,4249,1585,60991-3555634-7
859,FC4754,Anita Anderson,1,6,6,GR1859,Male,Sikhism,5/17/2018,1/13/2025,Inactive,635-285-3178x7251,(471)421-0397x8691,568-290-2879,222.440.3591x732,East Carrie,Missouri,New Kyle,tbailey@example.net,Tyler Romero,Nancy Lawrence,"50734 James Corners, Sampsonville, AR 93940",4/11/2025 6:32,default_student_9.jpg,1454,970,30885-6849733-2
860,FC3318,Joseph Anderson,1,10,7,GR1860,Female,Sikhism,7/28/2010,6/16/2022,Inactive,671-609-0568x81578,(753)877-9835,001-710-249-8708,+1-943-672-9770x982,Lake Craig,New York,East Gregorymouth,hfranklin@example.net,Joshua Sanchez,Teresa Walker,"7792 Regina Manor Suite 842, Lake Jamie, KY 60126",4/11/2025 6:32,default_student_0.jpg,2855,541,12034-2446162-8
861,FC5359,Bailey Harris,1,14,4,GR1861,Female,Christianity,12/30/2006,9/2/2020,Active,885-787-6557x78651,352.739.5858,792.885.8222,580-376-8896x51266,East Catherineport,Pennsylvania,Andreaport,bobby30@example.com,Jacob Thomas,Stephanie Davis,"5244 Rhodes Ferry, Reedfort, NE 94911",4/11/2025 6:32,default_student_1.jpg,2645,1085,66727-6813291-6
862,FC1971,Christopher Jones,1,15,5,GR1862,Female,Christianity,2/4/2017,10/30/2020,Inactive,+1-397-776-0401x5651,(483)354-1208,622.384.2383x7837,748.585.7407,Howardton,California,Annettestad,landryoscar@example.com,Daniel Peters,Vicki Gray,"61251 Fisher Tunnel Apt. 690, New Evelynport, VT 65808",4/11/2025 6:32,default_student_2.jpg,4449,1171,98961-7661510-6
863,FC5142,Ashley Frazier,1,13,7,GR1863,Female,Sikhism,10/28/2018,8/27/2022,Active,+1-922-684-4914x68984,484-827-6180x6497,001-986-707-3080x94289,261.262.5321,Tiffanychester,North Carolina,New Cassie,jeffreyhendrix@example.com,Rodney Campbell,Rachel Allen,"9778 Carter Harbors, New Ambertown, WI 16939",4/11/2025 6:32,default_student_3.jpg,4530,1998,12139-1299394-5
864,FC4760,Ariel Thomas,1,7,4,GR1864,Female,Hinduism,12/10/2010,2/19/2022,Inactive,001-242-905-0262x484,328.202.9854,359.396.7471x0443,(309)889-1775x56487,West Bruce,North Dakota,West Sarah,hutchinsonbrady@example.org,Aaron Walker,Sarah Delgado,"605 Charles Key, New Dalton, OK 84340",4/11/2025 6:32,default_student_4.jpg,3484,1252,56585-7255544-8
865,FC8521,Heidi Smith,1,5,7,GR1865,Male,Islam,10/18/2008,11/28/2024,Inactive,666-664-5031x27956,394-830-5014,(429)263-5301x8404,001-902-313-1594x9223,North Kenneth,Vermont,Ashleyton,moranevan@example.net,Stephen Robinson,Hailey Duncan,"7638 Christina Valley, Port Jane, KY 51033",4/11/2025 6:32,default_student_5.jpg,1890,1621,96057-9580072-3
866,FC7757,Joshua Koch,1,11,6,GR1866,Male,Christianity,1/7/2019,9/2/2020,Active,292.400.7572x0842,762.285.6032x6373,001-580-719-3041x201,273-241-0120,New Michaelmouth,New York,Englishview,erikawhite@example.org,Andrew Reed,Diana Malone,"60563 Jacobs Corners, West Dennismouth, OR 35371",4/11/2025 6:32,default_student_6.jpg,1612,1729,35507-7695568-9
867,FC9597,Stacey Leonard,1,9,7,GR1867,Female,Hinduism,5/15/2016,10/31/2022,Active,563-999-0522x21610,(308)317-7868,001-970-819-5971x91600,303.546.4883,Port Brianton,Arkansas,Lake Jennifer,lambcrystal@example.net,Tyler Watson,Abigail Chapman,"1779 Perez Causeway Apt. 275, Lake Robertstad, AK 51094",4/11/2025 6:32,default_student_7.jpg,1654,793,94788-1715668-6
868,FC7131,Nicole Forbes,1,17,4,GR1868,Male,Hinduism,8/10/2019,1/13/2025,Active,001-876-493-5314x352,552-510-2404,926.216.5083x11094,(688)619-4409x9897,New Markchester,Alaska,West Larry,vasquezkaren@example.net,Charles Gregory,Stephanie Wright,"72017 Johnson Crossing, Parkermouth, KS 91427",4/11/2025 6:32,default_student_8.jpg,4994,570,99818-1973618-4
869,FC3082,Craig Kerr,1,6,6,GR1869,Male,Sikhism,4/22/2014,2/5/2025,Active,538.598.7451,419.504.8362x01509,(477)570-1894x4314,(713)959-3897x1562,South Geraldton,Connecticut,Danielmouth,davismichele@example.com,Andrew Peterson,Katherine Schultz,"04471 Wright Inlet, Lake Michaelborough, NM 64777",4/11/2025 6:32,default_student_9.jpg,4238,1535,37856-3839306-8
